1,3.50,1.4000,4.4591
2,2.50,1.0000,4.1346
3,4.50,1.8000,2.2758
4,2.50,1.0000,1.2010
5,2.50,1.0000,3.7440
6,0.50,0.2000,1.5833
7,1.50,0.6000,4.3609
8,1.50,0.6000,3.4547
9,0.50,0.2000,2.4232
10,2.50,1.0000,2.9003
